鉱物[こうぶつ];これは今までで最高の鉱物さ。これに敵うものはないね。;C'est le meilleur minéral que j'ai jamais vu. Rien ne peut l'égaler.;4079
睨む[にらむ];かのじょ は わたし を にらんだ の;Elle m'a lancé un regard noir.;4083
うろうろ;その おとこ は ろびー を しばらく うろうろ して いた よ;Cet homme a erré dans le hall pendant un moment.;4100
ぶら下げる[ぶらげるさげる];かれ は くび に かめら を ぶらさげて いる ね;Il a une caméra autour du cou.;4101
漁師[りょうし];私はその漁師を知っていますよ。私の義理の兄ですから。;Je connais ce pêcheur parce que c'est mon beau-frère.;4104
嗅ぐ[かぐ];いぬ が おさら の におい を くんくん かいで いる ね;Le chien renifla l'odeur de l'assiette.;4114
推定[すいてい];そのサバンの男は群衆の規模を534人と推定したのだが、実際の数とピッタリ当っていた。;Le gars, qui est un savant, a estimé l'ampleur de la foule à 534 personnes et il avait tout à fait raison.;4142
古典[こてん];こてん 古典の ぶんがくしょ 文学書を よ 読むことは かち 価値のあることです。;Il est intéressant de lire des ouvrages classiques de littérature.;4143
匂う[におう];ばら の はな が あまく におって いる ね;Les fleurs roses sentent bon.;4145
クーラー;あつい の で くーらー を つけました;J'ai allumé la climatisation car il faisait chaud.;4146
傑作[けっさく];これはピカソの傑作だね。;C'est le chef-d'œuvre de Picasso.;4148
散らかる[ちらかる];おとうと の へや は いつも ちらかって いる ん だ;La chambre de mon petit frère est toujours en désordre.;4150
拡張[かくちょう];その かいしゃ は てんぽ を かくちょう して います ね;L'entreprise agrandit le magasin.;4151
主語[しゅご];主語をハッキリさせてくれないかな。;Pouvez-vous éclaircir le sujet ?;4165
破片[はへん];地面はガラスの破片だらけなので、気をつけて下さい。;Le sol est recouvert de fragments de verre, alors soyez prudent.;4177
関西[かんさい];マイケルは、関西一の芸人としての地位を固めつつある。;Michael a consolidé sa position de comédien numéro un du Kansai.;4184
